pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,strategy_name,symbol,timeframe,category,rsi_period,oversold,overbought,tp_type,sl_type,session_filter,has_htf_filter,has_vola_filter,has_breakeven,max_bars,avg_hold_min,pnl_tokyo,pnl_london,pnl_newyork,trades_tokyo,trades_london,trades_newyork
0.5475,14.29,2.61,0.0,-2.02,261.9,63,15,1,-0.0321,3.2848,rsi_reversal_c1d35d3e,EURJPY,M1,mean_reversion,7,20,80,atr_mult,fixed,london,True,False,False,0,4.4,-0.39,-1.63,0.0,14,49,0
0.7883,40.03,25.13,0.03,-24.79,594.9,1239,12,8,-0.02,1.1809,rsi_reversal_72b3f2b7,EURJPY,M1,mean_reversion,14,35,65,atr_mult,fixed,london_ny,False,True,True,60,9.9,-1.79,-10.77,-12.23,156,580,503
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_8ed2845e,EURJPY,M1,mean_reversion,18,20,80,fixed,atr_mult,all,True,True,True,0,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_827f00dd,EURJPY,M1,mean_reversion,21,20,80,fixed,atr_mult,newyork,True,False,True,120,0.0,0.0,0.0,0.0,0,0,0
0.6946,30.46,69.95,0.07,-68.48,438.8,2462,18,10,-0.0278,1.5856,rsi_reversal_4a00e7a8,EURJPY,M1,mean_reversion,7,35,65,fixed,atr_mult,london_ny,False,False,False,120,7.3,-14.19,-28.92,-25.36,322,1140,1000
inf,100.0,0.0,0.0,0.53,1410.0,2,0,2,0.267,0.0,rsi_reversal_399a57fd,EURJPY,M1,mean_reversion,21,20,80,fixed,atr_mult,newyork,False,True,True,0,23.5,0.0,0.08,0.46,0,1,1
0.868,66.67,1.41,0.0,-0.26,1260.0,18,3,7,-0.0146,0.434,rsi_reversal_51620aa6,EURJPY,M1,mean_reversion,14,25,75,atr_mult,fixed,tokyo,True,False,False,0,21.0,-0.26,0.0,0.0,18,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_2924612b,EURJPY,M1,mean_reversion,18,20,80,fixed,fixed,tokyo,True,False,True,0,0.0,0.0,0.0,0.0,0,0,0
inf,100.0,0.0,0.0,0.41,450.0,2,0,2,0.2075,0.0,rsi_reversal_dc8b2d3b,EURJPY,M1,mean_reversion,14,20,80,atr_mult,fixed,all,True,True,False,60,7.5,0.22,0.19,0.0,1,1,0
0.333,16.33,13.53,0.01,-13.53,952.0,294,19,3,-0.046,1.7066,rsi_reversal_87642fef,EURJPY,M5,mean_reversion,7,28,72,fixed,fixed,newyork,False,True,True,240,15.9,0.0,-5.15,-8.38,0,105,189
0.289,12.5,0.71,0.0,-0.52,1500.0,8,6,1,-0.0655,2.0231,rsi_reversal_98668bee,EURJPY,M5,mean_reversion,21,30,70,fixed,fixed,all,True,True,True,60,25.0,-0.25,0.21,-0.49,4,1,3
0.2159,20.0,0.73,0.0,-0.69,2280.0,5,3,1,-0.138,0.8636,rsi_reversal_08f68746,EURJPY,M5,mean_reversion,21,32,68,fixed,fixed,newyork,True,False,False,60,38.0,0.0,-0.15,-0.54,0,1,4
0.6923,26.39,3.53,0.0,-2.67,5270.8,72,12,3,-0.037,1.931,rsi_reversal_316c4c2b,EURJPY,M5,mean_reversion,14,30,70,atr_mult,fixed,tokyo,False,True,True,60,87.8,-2.67,0.0,0.0,72,0,0
0.0,0.0,0.28,0.0,-0.28,450.0,2,2,0,-0.138,0.0,rsi_reversal_05df4dd6,EURJPY,M5,mean_reversion,14,25,75,fixed,fixed,london,True,False,True,60,7.5,-0.28,0.0,0.0,2,0,0
0.7365,50.0,0.1,0.0,-0.04,525.0,4,1,1,-0.0097,0.7365,rsi_reversal_b50fcceb,EURJPY,M5,mean_reversion,21,28,72,fixed,fixed,all,True,True,True,0,8.8,-0.11,0.0,0.07,3,0,1
0.7274,22.73,1.31,0.0,-0.76,3709.1,22,9,2,-0.0345,2.4732,rsi_reversal_80b5f496,EURJPY,M5,mean_reversion,7,20,80,atr_mult,fixed,london_ny,True,False,True,240,61.8,-0.41,0.47,-0.83,6,6,10
0.3817,30.86,14.37,0.01,-14.09,547.6,418,16,8,-0.0337,0.855,rsi_reversal_fb3bfe9e,EURJPY,M5,mean_reversion,10,30,70,fixed,fixed,london_ny,False,True,True,240,9.1,-2.7,-5.44,-5.95,70,188,160
0.3578,62.3,5.09,0.01,-4.66,3354.1,61,9,10,-0.0764,0.2165,rsi_reversal_4c819dbe,EURJPY,M5,mean_reversion,10,32,68,fixed,atr_mult,london_ny,True,False,True,120,55.9,-1.72,-1.01,-1.93,10,25,26
0.6546,48.84,5.27,0.01,-4.66,6003.5,86,8,5,-0.0542,0.6857,rsi_reversal_c3e5abb9,EURJPY,M5,mean_reversion,10,28,72,fixed,fixed,london,False,False,True,60,100.1,-1.65,-3.01,0.0,20,66,0
0.1804,40.0,0.46,0.0,-0.38,960.0,5,3,1,-0.0754,0.2707,rsi_reversal_1f4663e6,EURJPY,M5,mean_reversion,14,28,72,fixed,atr_mult,tokyo,True,False,True,0,16.0,-0.38,0.0,0.0,5,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_cba164b0,EURJPY,M5,mean_reversion,21,25,75,fixed,atr_mult,london_ny,True,False,True,60,0.0,0.0,0.0,0.0,0,0,0
0.7201,61.45,7.65,0.01,-7.02,5270.9,179,6,11,-0.0392,0.4517,rsi_reversal_3bec2b0b,EURJPY,M5,mean_reversion,10,32,68,atr_mult,atr_mult,london_ny,False,True,True,60,87.8,-1.0,-3.95,-2.08,30,81,68
0.4885,20.11,6.7,0.01,-6.01,1547.3,184,23,3,-0.0327,1.9407,rsi_reversal_7b6468aa,EURJPY,M5,mean_reversion,10,30,70,atr_mult,fixed,tokyo,False,True,True,60,25.8,-6.01,0.0,0.0,184,0,0
0.2283,50.0,0.51,0.0,-0.43,3500.0,6,2,2,-0.071,0.2283,rsi_reversal_d5d7e41f,EURJPY,M5,mean_reversion,18,20,80,fixed,fixed,newyork,False,False,True,0,58.3,0.0,-0.15,-0.28,0,1,5
0.6483,31.48,3.76,0.0,-2.61,3844.4,54,13,3,-0.0483,1.4109,rsi_reversal_7edf0392,EURJPY,M5,mean_reversion,14,32,68,atr_mult,atr_mult,all,True,True,True,240,64.1,-1.76,0.85,-1.69,20,11,23
0.4043,46.67,9.45,0.01,-8.05,6660.0,75,7,6,-0.1073,0.4621,rsi_reversal_291ec70d,EURJPY,M5,mean_reversion,7,25,75,atr_mult,atr_mult,all,True,False,True,60,111.0,-3.42,-1.69,-2.93,27,20,28
0.5442,18.99,6.44,0.01,-6.0,8305.1,79,12,2,-0.0759,2.3218,rsi_reversal_f4868c38,EURJPY,M5,mean_reversion,7,28,72,atr_mult,atr_mult,all,True,False,False,120,138.4,-1.11,-1.27,-3.62,30,20,29
0.0,0.0,1.13,0.0,-1.13,530.8,13,13,0,-0.087,0.0,rsi_reversal_646424a9,EURJPY,M5,mean_reversion,14,28,72,atr_mult,fixed,all,True,True,True,120,8.8,-0.46,-0.16,-0.51,5,2,6
0.4872,27.22,9.74,0.01,-9.74,2855.7,158,10,3,-0.0617,1.3029,rsi_reversal_720ec65b,EURJPY,M5,mean_reversion,21,35,65,fixed,fixed,london_ny,False,True,True,0,47.6,-1.57,-4.03,-4.14,23,71,64
0.4214,15.45,8.89,0.01,-8.7,1010.7,233,19,3,-0.0373,2.3058,rsi_reversal_38445148,EURJPY,M5,mean_reversion,14,30,70,fixed,fixed,london_ny,False,True,True,120,16.8,-1.38,-3.03,-4.3,40,102,91
0.7076,32.91,3.34,0.0,-2.41,3387.3,79,7,4,-0.0306,1.4424,rsi_reversal_22e6faba,EURJPY,M5,mean_reversion,10,25,75,atr_mult,fixed,newyork,False,True,True,60,56.5,0.0,-1.12,-1.29,0,30,49
0.5179,53.5,5.64,0.01,-5.33,1135.0,157,5,6,-0.0339,0.4501,rsi_reversal_53bbde38,EURJPY,M5,mean_reversion,18,35,65,fixed,fixed,london,False,True,True,60,18.9,-1.57,-3.76,0.0,40,117,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_33d1ad28,EURJPY,M5,mean_reversion,14,20,80,fixed,fixed,all,True,False,True,120,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_3af2f7a1,EURJPY,M5,mean_reversion,21,20,80,fixed,fixed,all,True,True,False,60,0.0,0.0,0.0,0.0,0,0,0
0.7279,31.03,1.49,0.0,-0.7,2162.1,29,10,3,-0.0242,1.6176,rsi_reversal_ef40a5f0,EURJPY,M5,mean_reversion,21,30,70,fixed,atr_mult,tokyo,False,False,False,60,36.0,-0.7,0.0,0.0,29,0,0
0.2919,26.35,6.8,0.01,-6.61,526.3,167,9,3,-0.0396,0.8159,rsi_reversal_9e93aebf,EURJPY,M5,mean_reversion,18,30,70,fixed,fixed,london_ny,False,True,True,120,8.8,-1.07,-3.07,-2.47,26,75,66
0.8845,57.78,2.15,0.0,-0.65,8153.3,45,6,5,-0.0144,0.6464,rsi_reversal_43c596c9,EURJPY,M5,mean_reversion,14,28,72,atr_mult,atr_mult,london,False,True,True,120,135.9,-1.43,0.78,0.0,14,31,0
0.4869,13.04,1.73,0.0,-1.47,2087.0,23,10,1,-0.0641,3.2463,rsi_reversal_72590aee,EURJPY,M5,mean_reversion,10,25,75,fixed,atr_mult,all,True,True,False,240,34.8,-0.92,0.09,-0.65,11,3,9
0.8551,67.31,2.92,0.0,-0.87,4828.8,52,6,8,-0.0167,0.4154,rsi_reversal_1239b9f7,EURJPY,M5,mean_reversion,14,30,70,atr_mult,atr_mult,tokyo,False,True,False,60,80.5,-0.87,0.0,0.0,52,0,0
0.6818,60.78,4.55,0.0,-2.27,6658.8,51,4,4,-0.0445,0.4398,rsi_reversal_d860fa38,EURJPY,M5,mean_reversion,7,32,68,atr_mult,atr_mult,newyork,True,False,True,60,111.0,0.0,-0.26,-2.01,0,20,31
1.1578,35.71,2.14,0.0,1.4,6012.9,70,8,3,0.0199,2.0841,rsi_reversal_5720c953,EURJPY,M5,mean_reversion,18,32,68,atr_mult,atr_mult,newyork,False,True,True,120,100.2,0.0,-0.43,1.83,0,26,44
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_a7dd6ee3,EURJPY,M5,mean_reversion,21,30,70,atr_mult,atr_mult,london,True,False,True,120,0.0,0.0,0.0,0.0,0,0,0
0.2516,5.62,5.63,0.01,-5.17,994.4,89,34,1,-0.0581,4.2261,rsi_reversal_590a877a,EURJPY,M5,mean_reversion,14,32,68,atr_mult,fixed,all,True,True,True,0,16.6,-2.34,0.13,-2.96,35,19,35
0.1487,12.5,1.09,0.0,-1.09,693.8,16,9,1,-0.068,1.0407,rsi_reversal_34b73b2b,EURJPY,M5,mean_reversion,7,20,80,atr_mult,fixed,tokyo,True,False,False,240,11.6,-1.09,0.0,0.0,16,0,0
0.5621,20.74,6.13,0.01,-5.15,1421.8,188,22,3,-0.0274,2.1474,rsi_reversal_519d5493,EURJPY,M5,mean_reversion,14,32,68,atr_mult,fixed,london,False,True,True,120,23.7,-2.8,-2.35,0.0,50,138,0
0.8648,42.86,0.64,0.0,-0.16,9728.6,7,2,1,-0.023,1.1531,rsi_reversal_36a9d345,EURJPY,M5,mean_reversion,14,28,72,atr_mult,fixed,london,True,False,True,240,162.1,-0.88,0.71,0.0,3,4,0
0.7003,25.64,3.19,0.0,-1.79,5323.1,39,9,3,-0.0458,2.0307,rsi_reversal_40288e8f,EURJPY,M5,mean_reversion,14,25,75,fixed,atr_mult,newyork,False,False,False,0,88.7,0.0,-0.6,-1.19,0,15,24
0.596,62.5,2.5,0.0,-1.71,4528.1,32,4,6,-0.0534,0.3576,rsi_reversal_f8c096fe,EURJPY,M5,mean_reversion,14,25,75,atr_mult,atr_mult,newyork,False,True,False,240,75.5,0.0,-0.55,-1.16,0,11,21
0.767,49.21,3.37,0.0,-2.74,9947.6,63,5,3,-0.0434,0.7918,rsi_reversal_ecfeeede,EURJPY,M5,mean_reversion,18,35,65,atr_mult,atr_mult,london,False,True,False,60,165.8,-2.22,-0.52,0.0,21,42,0
0.985,48.39,1.57,0.0,-0.07,8767.7,31,5,6,-0.0023,1.0507,rsi_reversal_0d828371,EURJPY,M5,mean_reversion,14,25,75,atr_mult,fixed,london,False,True,False,120,146.1,-0.18,0.12,0.0,8,23,0
0.1071,9.09,1.64,0.0,-1.64,627.3,22,10,1,-0.0747,1.0707,rsi_reversal_dc725157,EURJPY,M5,mean_reversion,14,30,70,atr_mult,fixed,all,True,True,True,60,10.5,-0.92,-0.07,-0.65,11,3,8
1.0514,40.0,0.8,0.0,0.04,3720.0,5,3,2,0.0082,1.5772,rsi_reversal_0feeb3fe,EURJPY,M5,mean_reversion,21,32,68,fixed,atr_mult,newyork,True,False,True,60,62.0,0.0,0.31,-0.27,0,1,4
0.4879,58.97,23.07,0.02,-22.72,1546.0,580,6,8,-0.0392,0.3396,rsi_reversal_7b07bc10,EURJPY,M5,mean_reversion,7,30,70,fixed,atr_mult,all,False,True,True,0,25.8,-6.44,-5.05,-11.24,206,187,187
0.7576,54.1,2.88,0.0,-2.18,7391.8,61,5,4,-0.0358,0.6428,rsi_reversal_3b6d57d1,EURJPY,M5,mean_reversion,18,30,70,fixed,atr_mult,london_ny,False,True,False,60,123.2,-0.78,0.01,-1.42,10,26,25
0.8277,32.0,1.54,0.0,-0.51,6636.0,25,6,2,-0.0204,1.759,rsi_reversal_5d68ec8b,EURJPY,M5,mean_reversion,14,20,80,atr_mult,atr_mult,all,False,True,True,240,110.6,-0.31,-0.87,0.68,3,10,12
0.2897,10.34,1.64,0.0,-1.4,1344.8,29,13,2,-0.0483,2.5107,rsi_reversal_d3f8ed23,EURJPY,M5,mean_reversion,7,20,80,fixed,fixed,newyork,True,False,True,0,22.4,0.0,-0.42,-0.98,0,7,22
0.7201,40.0,0.76,0.0,-0.37,8640.0,10,4,2,-0.0372,1.0801,rsi_reversal_13d4aeb4,EURJPY,M5,mean_reversion,7,20,80,fixed,fixed,tokyo,True,False,True,0,144.0,-0.37,0.0,0.0,10,0,0
0.5265,23.68,5.56,0.01,-4.65,4121.1,76,9,2,-0.0612,1.6965,rsi_reversal_f7da6f6b,EURJPY,M5,mean_reversion,7,25,75,atr_mult,fixed,all,True,True,True,0,68.7,-0.99,-1.33,-2.33,27,23,26
0.5802,31.16,6.92,0.01,-6.42,2937.0,138,9,3,-0.0465,1.2818,rsi_reversal_ff48c115,EURJPY,M5,mean_reversion,7,25,75,fixed,fixed,newyork,False,True,True,60,49.0,0.0,-3.22,-3.19,0,51,87
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_e012d1b7,EURJPY,M5,mean_reversion,21,25,75,fixed,atr_mult,all,True,True,True,60,0.0,0.0,0.0,0.0,0,0,0
0.5679,19.02,9.71,0.01,-9.44,3992.0,163,19,3,-0.0579,2.418,rsi_reversal_27b5e374,EURJPY,M5,mean_reversion,7,30,70,fixed,fixed,newyork,False,True,False,60,66.5,0.0,-4.51,-4.94,0,71,92
0.5158,47.76,8.15,0.01,-7.9,898.9,268,8,7,-0.0295,0.5642,rsi_reversal_b501e0e1,EURJPY,M5,mean_reversion,7,30,70,fixed,atr_mult,tokyo,False,False,True,240,15.0,-7.9,0.0,0.0,268,0,0
0.0657,3.7,3.5,0.0,-3.5,1666.7,27,20,1,-0.1296,1.7083,rsi_reversal_59182b3a,EURJPY,M5,mean_reversion,14,28,72,fixed,atr_mult,all,True,True,False,0,27.8,-1.34,-0.75,-1.41,10,5,12
0.622,36.21,2.28,0.0,-1.91,2156.9,58,11,4,-0.0329,1.0958,rsi_reversal_8a171d7d,EURJPY,M5,mean_reversion,14,28,72,fixed,atr_mult,tokyo,False,True,True,60,35.9,-1.91,0.0,0.0,58,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_041f8989,EURJPY,M5,mean_reversion,21,25,75,atr_mult,atr_mult,all,True,True,True,120,0.0,0.0,0.0,0.0,0,0,0
0.314,25.98,5.14,0.01,-5.02,604.7,127,11,4,-0.0395,0.8945,rsi_reversal_91d86554,EURJPY,M5,mean_reversion,7,20,80,fixed,fixed,newyork,False,True,False,60,10.1,0.0,-1.88,-3.14,0,48,79
0.422,27.08,3.32,0.0,-2.67,2087.5,48,9,2,-0.0556,1.136,rsi_reversal_91fd0ad1,EURJPY,M5,mean_reversion,18,25,75,atr_mult,atr_mult,all,False,True,True,240,34.8,-0.81,-1.29,-0.57,9,15,24
0.8088,34.5,4.89,0.0,-4.35,5126.3,171,11,3,-0.0254,1.5354,rsi_reversal_d227fedd,EURJPY,M5,mean_reversion,10,28,72,atr_mult,atr_mult,london_ny,False,True,True,0,85.4,-1.23,-2.25,-0.87,26,76,69
0.524,26.32,2.77,0.0,-2.27,3615.8,38,10,3,-0.0597,1.4673,rsi_reversal_a865b9c9,EURJPY,M5,mean_reversion,7,25,75,atr_mult,fixed,newyork,True,False,True,60,60.3,0.0,-1.26,-1.01,0,8,30
0.5094,39.41,15.17,0.02,-14.07,4085.6,236,8,5,-0.0596,0.7832,rsi_reversal_a056ecb1,EURJPY,M5,mean_reversion,7,35,65,fixed,atr_mult,all,True,False,True,0,68.1,-3.93,-2.77,-7.36,82,68,86
0.4802,15.38,2.49,0.0,-2.16,1047.7,65,25,2,-0.0333,2.641,rsi_reversal_fdfb4d3e,EURJPY,M5,mean_reversion,18,30,70,fixed,fixed,tokyo,False,False,False,120,17.5,-2.16,0.0,0.0,65,0,0
1.2677,58.33,1.31,0.0,0.45,6875.0,12,3,4,0.0372,0.9055,rsi_reversal_41245532,EURJPY,M5,mean_reversion,14,30,70,atr_mult,fixed,all,True,True,True,120,114.6,-0.1,0.62,-0.07,6,2,4
0.4182,11.06,9.07,0.01,-9.07,1388.5,226,52,2,-0.0401,3.3622,rsi_reversal_7dabc487,EURJPY,M5,mean_reversion,7,25,75,fixed,fixed,london,False,True,False,60,23.1,-3.29,-5.78,0.0,60,166,0
0.2881,6.67,4.16,0.0,-3.63,2853.3,45,22,1,-0.0808,4.0341,rsi_reversal_f4b816da,EURJPY,M5,mean_reversion,10,32,68,atr_mult,atr_mult,tokyo,True,False,False,60,47.6,-3.63,0.0,0.0,45,0,0
0.3158,13.85,2.84,0.0,-2.79,1144.6,65,24,2,-0.043,1.9649,rsi_reversal_3fde7dba,EURJPY,M5,mean_reversion,18,30,70,atr_mult,fixed,tokyo,False,False,True,240,19.1,-2.79,0.0,0.0,65,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_1291162e,EURJPY,M5,mean_reversion,21,25,75,fixed,atr_mult,all,True,True,False,240,0.0,0.0,0.0,0.0,0,0,0
0.6989,25.42,5.43,0.01,-4.35,4459.3,118,15,4,-0.0369,2.0502,rsi_reversal_e4af5c24,EURJPY,M5,mean_reversion,10,28,72,fixed,fixed,london,False,True,True,0,74.3,-2.74,-1.62,0.0,31,87,0
0.7421,22.22,0.65,0.0,-0.29,3000.0,9,4,2,-0.0318,2.5974,rsi_reversal_3265c873,EURJPY,M5,mean_reversion,21,32,68,fixed,fixed,tokyo,True,False,False,0,50.0,-0.29,0.0,0.0,9,0,0
0.1078,4.55,1.51,0.0,-1.51,627.3,22,18,1,-0.0688,2.2646,rsi_reversal_ee52023a,EURJPY,M5,mean_reversion,21,32,68,fixed,fixed,all,True,True,False,240,10.5,-0.75,-0.21,-0.55,11,4,7
inf,100.0,0.0,0.0,0.26,8100.0,1,0,1,0.262,0.0,rsi_reversal_1188e06f,EURJPY,M5,mean_reversion,18,20,80,fixed,fixed,tokyo,False,True,False,120,135.0,0.26,0.0,0.0,1,0,0
inf,100.0,0.0,0.0,0.19,3300.0,1,0,1,0.19,0.0,rsi_reversal_14c139bd,EURJPY,M5,mean_reversion,21,32,68,atr_mult,fixed,newyork,True,False,False,120,55.0,0.0,0.0,0.19,0,0,1
0.3929,50.0,0.79,0.0,-0.48,4200.0,4,2,2,-0.1197,0.3929,rsi_reversal_7b31689d,EURJPY,M5,mean_reversion,14,28,72,atr_mult,fixed,newyork,True,False,True,0,70.0,0.0,0.18,-0.66,0,1,3
0.5179,53.5,5.64,0.01,-5.33,1135.0,157,5,6,-0.0339,0.4501,rsi_reversal_a82449b9,EURJPY,M5,mean_reversion,18,35,65,fixed,fixed,london,False,True,True,60,18.9,-1.57,-3.76,0.0,40,117,0
0.7417,76.47,2.47,0.0,-1.2,2073.5,68,3,17,-0.0176,0.2282,rsi_reversal_c4bf3fd8,EURJPY,M5,mean_reversion,21,35,65,fixed,fixed,tokyo,False,True,False,0,34.6,-1.2,0.0,0.0,68,0,0
0.5382,29.75,6.79,0.01,-6.65,2826.4,121,10,4,-0.055,1.2707,rsi_reversal_4dd53685,EURJPY,M5,mean_reversion,10,35,65,fixed,fixed,all,True,True,False,60,47.1,-1.3,-0.97,-4.37,42,36,43
0.3773,33.33,0.6,0.0,-0.37,8800.0,3,2,1,-0.1243,0.7546,rsi_reversal_c9550def,EURJPY,M5,mean_reversion,21,25,75,fixed,fixed,tokyo,False,True,True,60,146.7,-0.37,0.0,0.0,3,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_fcec14a6,EURJPY,M5,mean_reversion,14,20,80,atr_mult,atr_mult,tokyo,True,False,True,240,0.0,0.0,0.0,0.0,0,0,0
